"customer_id","age","sex","home_latitude","home_longitude"
c_61,41,woman,43.024994,141.244353
c_62,43,woman,43.015343,141.271319
c_63,36,woman,34.463106,135.375700
c_64,49,man,35.412702,139.432526
c_65,64,woman,38.195272,140.492567
c_66,41,woman,43.013872,141.265091
c_67,62,man,43.050032,141.270954
c_68,34,man,35.343751,139.393053
c_69,78,man,35.403349,139.463097
c_70,60,woman,33.320401,130.325348
c_71,55,man,35.094493,136.502921
c_72,44,man,35.301041,139.431073
c_73,40,man,43.025996,141.251947
c_74,59,woman,34.345894,132.262428
c_75,65,man,33.271470,130.311276
c_76,73,man,35.424066,139.414945
c_77,65,woman,38.192613,140.503229
c_78,53,woman,34.484261,135.381053
c_79,69,man,35.350637,139.412455
c_80,62,woman,35.105750,136.554865
c_81,58,man,43.030178,141.253015
c_82,60,woman,35.294179,139.431990
c_83,64,man,34.333045,132.274973
c_84,49,woman,38.202717,140.503031
c_85,31,man,35.441116,139.444220
c_86,47,woman,35.093083,136.505134
c_87,51,man,43.050309,141.252070
c_88,53,man,35.430252,139.441428
c_89,57,woman,34.311667,132.270272
c_90,65,man,35.302286,139.400708
c_91,30,man,38.171534,140.483581
c_92,40,woman,43.013251,141.223523
c_93,68,man,35.401323,139.430141
c_94,68,man,38.183578,140.455284
c_95,86,man,38.190433,140.472018
c_96,54,man,34.302752,132.252134
c_97,47,man,38.171870,140.480032
c_98,71,man,35.093970,136.510000
c_99,37,man,35.294263,139.421655
c_100,47,man,33.272543,130.310879
c_101,71,woman,34.472963,135.414283
c_102,32,woman,35.095059,136.525701
c_103,66,woman,43.020374,141.255199
c_104,31,man,34.313876,132.273226
c_105,63,woman,35.322081,139.434678
c_106,40,woman,38.172655,140.493724
c_107,60,woman,34.293135,132.305448
c_108,32,man,35.295598,139.431485
c_109,44,man,35.345811,139.433138
c_110,70,woman,34.481246,135.395595
c_111,42,woman,34.291667,132.300131
c_112,71,man,34.301365,132.275339
c_113,72,man,34.301617,132.260006
c_114,65,man,38.212063,140.483962
c_115,44,man,35.293643,139.430968
c_116,66,woman,34.471081,135.373569
c_117,71,man,35.432275,139.470683
c_118,45,man,35.321079,139.390404
c_119,56,woman,43.024542,141.265058
c_120,62,man,33.285765,130.293706
c_121,79,woman,35.094906,136.503159
c_122,46,man,35.441728,139.433365
c_123,40,woman,43.040446,141.214455
c_124,39,man,35.311198,139.434515
c_125,71,woman,35.430429,139.450340
c_126,69,man,33.304399,130.344151
c_127,28,man,38.204487,140.463883
c_128,46,man,38.170098,140.500807
c_129,76,woman,34.443367,135.405125
c_130,63,man,35.443736,139.470807
c_131,33,woman,34.334372,132.265118
c_132,47,woman,38.223594,140.481262
c_133,39,man,38.200388,140.455103
c_134,67,man,34.464370,135.404526
c_135,56,woman,33.282827,130.342101
c_136,49,woman,35.090710,136.515706
c_137,42,man,35.121848,136.515533
c_138,66,man,35.083656,136.510979
c_139,40,man,34.485800,135.390494
c_140,34,man,33.292155,130.333969
c_141,53,woman,38.210435,140.481564
c_142,50,woman,35.452921,139.432570
c_143,33,woman,43.032608,141.271878
c_144,47,man,35.335262,139.402711
c_145,75,man,34.301766,132.301187
c_146,68,man,43.021726,141.251281
c_147,45,woman,34.295773,132.304937
c_148,66,woman,35.134505,136.501214
c_149,39,woman,38.194236,140.483273
c_150,69,man,33.272281,130.330107
c_151,45,man,34.461685,135.414748
c_152,37,woman,43.015069,141.274039
c_153,59,man,35.325782,139.420080
c_154,48,woman,35.410754,139.441554
c_155,42,man,33.313836,130.331781
c_156,37,man,38.174768,140.481505
c_157,39,woman,34.303462,132.292195
c_158,49,man,38.211030,140.463223
c_159,64,man,33.322603,130.294488
c_160,46,man,35.411957,139.425348
c_161,47,man,35.401482,139.422956
c_162,34,woman,43.004322,141.222573
c_163,66,woman,34.290848,132.285926
c_164,48,woman,38.203159,140.491399
c_165,40,woman,35.335629,139.385373
c_166,63,woman,35.414189,139.432424
c_167,52,man,35.094943,136.550409
c_168,31,woman,35.103279,136.552024
c_169,32,woman,34.471561,135.403976
c_170,66,man,34.293382,132.262370
c_171,50,man,33.293402,130.332722
c_172,54,woman,43.063960,141.244322
c_173,55,man,34.334567,132.294131
c_174,51,woman,38.204762,140.500796
c_175,61,woman,35.102022,136.544566
c_176,50,woman,34.463343,135.421257
c_177,42,woman,35.112252,136.533872
c_178,40,woman,35.101922,136.544129
c_179,48,man,35.412764,139.450726
c_180,67,man,34.480836,135.415810
c_181,36,woman,35.403355,139.423916
c_182,40,man,35.082948,136.520846
c_183,36,woman,34.444627,135.370428
c_184,32,woman,38.192772,140.504573
c_185,51,man,34.435643,135.374235
c_186,66,woman,35.094870,136.540149
c_187,34,man,35.451533,139.435908
c_188,35,woman,43.005794,141.272593
c_189,53,woman,35.093697,136.531470
c_190,49,man,43.015259,141.242005
c_191,71,woman,35.103054,136.503423
c_192,57,man,43.025877,141.223830
c_193,38,man,43.032633,141.215486
c_194,43,man,43.063836,141.263256
c_195,76,man,35.335123,139.415394
c_196,69,man,38.184207,140.481278
c_197,32,woman,38.193402,140.463999
c_198,36,woman,34.305594,132.280531
c_199,71,man,43.023398,141.222681
c_200,45,man,34.475899,135.413721
c_201,39,woman,35.453835,139.443508
c_202,56,woman,43.035125,141.225600
c_203,59,woman,38.223765,140.461973
c_204,68,man,35.322007,139.415695
c_205,63,woman,38.202121,140.463504
c_206,76,woman,38.195274,140.494293
c_207,57,man,34.322735,132.284211
c_208,39,man,35.100546,136.512031
c_209,61,woman,35.340829,139.411717
c_210,32,woman,43.060796,141.254661
c_211,42,man,35.434427,139.421842
c_212,51,man,43.041123,141.233022
c_213,54,man,34.344851,132.295535
c_214,35,woman,34.431426,135.364267
c_215,64,man,35.110317,136.551209
c_216,37,man,43.022043,141.234011
c_217,68,man,35.333208,139.412124
c_218,37,man,34.433789,135.400950
c_219,47,woman,33.313503,130.301122
c_220,70,man,35.304132,139.391143
c_221,52,woman,35.334810,139.435930
c_222,46,woman,35.125739,136.502843
c_223,48,man,34.463649,135.373413
c_224,38,man,43.021022,141.264023
c_225,30,man,35.430964,139.420228
c_226,45,woman,38.191925,140.454672
c_227,27,man,43.034685,141.262842
c_228,59,woman,43.032483,141.225763
c_229,59,woman,35.350882,139.441880
c_230,54,man,35.294457,139.415618
c_231,35,woman,35.331346,139.444989
c_232,71,man,35.412088,139.422672
c_233,37,woman,33.290982,130.302917
c_234,60,woman,43.040637,141.241451
c_235,57,woman,34.324994,132.264827
c_236,54,man,35.321910,139.414346
c_237,43,man,35.300687,139.385285
c_238,76,man,33.310165,130.334704
c_239,48,woman,35.345490,139.423627
c_240,69,man,38.172928,140.453179
c_241,59,man,35.090738,136.550652
c_242,56,man,33.272533,130.304447
c_243,68,woman,43.031727,141.223247
c_244,35,man,34.294010,132.283581
c_245,56,man,34.480920,135.364393
c_246,63,woman,35.315104,139.444733
c_247,77,woman,38.210077,140.470081
c_248,66,man,34.432166,135.410426
c_249,42,woman,38.190708,140.501021
c_250,47,man,34.431317,135.393889
c_251,34,woman,33.301104,130.333180
c_252,45,woman,38.182592,140.445292
c_253,62,man,35.092756,136.505445
c_254,39,man,33.281783,130.315835
c_255,63,woman,43.062922,141.271281
c_256,43,woman,34.471753,135.390649
c_257,27,man,33.265429,130.315291
c_258,32,woman,38.184657,140.444960
c_259,48,woman,34.294572,132.304735
c_260,40,man,35.301238,139.394518
c_261,36,woman,35.124774,136.520642
c_262,54,man,38.170968,140.474687
c_263,51,woman,43.060782,141.271238
c_264,70,man,35.452172,139.461125
c_265,61,woman,35.303695,139.421619
c_266,32,man,34.340721,132.291367
c_267,72,man,38.223136,140.452450
c_268,33,woman,43.012588,141.240041
c_269,50,man,35.432812,139.451760
c_270,35,man,43.023754,141.251628
c_271,68,man,35.082836,136.560299
c_272,66,woman,38.221163,140.493169
c_273,59,man,34.291443,132.293326
c_274,43,woman,43.031062,141.253875
c_275,37,woman,35.303818,139.410124
c_276,47,woman,43.023518,141.254313
c_277,63,man,35.125331,136.523053
c_278,30,man,38.224316,140.475017
c_279,46,man,35.421942,139.465697
c_280,31,woman,34.462935,135.401292
c_281,30,woman,34.455977,135.410916
c_282,73,woman,43.063439,141.240245
c_283,37,man,34.322757,132.255047
c_284,67,woman,35.334929,139.415717
c_285,62,woman,35.441239,139.411983
c_286,48,woman,43.012534,141.214880
c_287,61,woman,35.420599,139.465581
c_288,30,woman,38.203991,140.501990
c_289,30,woman,34.295759,132.302801
c_290,88,man,33.283761,130.335209
c_291,43,man,35.413094,139.421668
c_292,66,woman,33.265579,130.345268
c_293,37,woman,38.182335,140.451934
c_294,74,woman,34.301631,132.281397
c_295,72,woman,35.301918,139.394317
c_296,34,man,33.324358,130.290768
c_297,57,man,35.340167,139.404970
c_298,53,woman,34.432896,135.364943
c_299,51,man,35.115039,136.552608
c_300,43,woman,34.463999,135.401157
c_301,54,woman,34.342180,132.285131
c_302,69,woman,35.092918,136.533306
c_303,48,woman,33.321315,130.301122
c_304,37,man,34.454459,135.415196
c_305,43,man,34.322533,132.305961
c_306,70,man,35.440567,139.452475
c_307,45,woman,35.093687,136.552265
c_308,73,man,34.311423,132.273244
c_309,48,woman,33.322956,130.303007
c_310,55,man,33.274286,130.334759
c_311,42,woman,35.454241,139.460500
c_312,79,man,34.305355,132.294126
c_313,36,woman,34.452143,135.390464
c_314,42,man,35.440592,139.432646
c_315,48,woman,35.441612,139.431887
c_316,75,woman,35.424756,139.433443
c_317,62,man,35.134219,136.512054
c_318,31,man,35.443610,139.420936
c_319,30,woman,35.310274,139.444892
c_320,34,woman,34.324053,132.292756
c_321,47,man,35.305100,139.424592
c_322,63,man,35.413074,139.413336
c_323,61,man,38.184809,140.480838
c_324,72,man,34.341894,132.272480
c_325,33,woman,35.440025,139.442515
c_326,58,woman,35.135328,136.530374
c_327,40,woman,34.461898,135.400172
c_328,66,woman,33.314142,130.325837
c_329,34,man,35.332839,139.420204
c_330,28,man,38.170642,140.481756
c_331,65,woman,34.471995,135.402862
c_332,62,woman,35.301125,139.403999
c_333,70,man,35.090717,136.514085
c_334,56,woman,35.304364,139.411614
c_335,44,man,43.021464,141.233069
c_336,40,man,33.275037,130.330832
c_337,35,woman,43.005826,141.222490
c_338,77,man,34.450455,135.413684
c_339,47,man,33.291053,130.335578
c_340,34,woman,35.321060,139.405068
c_341,45,man,34.290556,132.280064
c_342,60,woman,33.281022,130.295514
c_343,37,woman,35.313018,139.424515
c_344,34,man,35.135746,136.532870
c_345,85,woman,34.304548,132.272816
c_346,53,woman,35.313951,139.405970
c_347,32,man,43.004528,141.270725
c_348,76,woman,35.124758,136.531187
c_349,47,man,43.043315,141.243931
c_350,39,woman,35.414178,139.442272
c_351,60,man,35.113779,136.514170
c_352,57,man,43.032377,141.220132
c_353,75,woman,34.312495,132.281002
c_354,34,man,35.414626,139.454138
c_355,62,man,43.024895,141.234287
c_356,32,woman,38.220642,140.503196
c_357,66,man,33.284071,130.332783
c_358,78,man,35.084374,136.531558
c_359,47,man,35.330202,139.441430
c_360,61,woman,35.093170,136.520466
c_361,42,woman,35.394951,139.412304
c_362,39,man,33.292608,130.341693
c_363,89,man,34.342780,132.251670
c_364,69,man,43.063716,141.263102
c_365,46,man,33.280779,130.343033
c_366,32,man,35.110083,136.543823
c_367,34,woman,43.042777,141.252024
c_368,51,man,34.464373,135.392687
c_369,39,man,34.441874,135.420847
c_370,77,woman,34.444363,135.365734
c_371,40,man,35.100616,136.505522
c_372,49,woman,35.081261,136.503267
c_373,79,woman,35.081186,136.514729
c_374,87,woman,34.455079,135.381005
c_375,30,man,38.193939,140.503717
c_376,46,man,34.305490,132.253042
c_377,49,woman,34.462998,135.392536
c_378,31,man,38.201065,140.503654
c_379,43,woman,35.321525,139.424558
c_380,68,woman,35.445913,139.431786
c_381,63,man,34.442308,135.372008
c_382,68,man,33.280634,130.324703
c_383,38,woman,35.103400,136.531108
c_384,36,woman,35.350627,139.402503
c_385,64,woman,43.041543,141.265451
c_386,48,man,34.330813,132.262298
c_387,60,man,33.303160,130.330038
c_388,56,woman,35.344476,139.415814
c_389,55,man,34.323003,132.292015
c_390,45,man,35.103002,136.553073
c_391,33,woman,35.304258,139.420238
c_392,68,man,34.315284,132.301825
c_393,37,woman,35.441735,139.424810
c_394,79,man,35.091700,136.534273
c_395,43,man,34.432622,135.405161
c_396,75,woman,35.130445,136.502501
c_397,60,woman,35.445451,139.425389
c_398,42,man,35.090980,136.513841
c_399,56,woman,43.061843,141.262800
c_400,43,woman,34.325992,132.281035
c_401,66,man,35.442411,139.411179
c_402,43,woman,34.315666,132.271987
c_403,75,man,34.310154,132.282635
c_404,32,woman,38.204972,140.454680
c_405,37,woman,43.033927,141.230934
c_406,54,man,34.473896,135.373420
c_407,40,woman,34.302389,132.291202
c_408,57,man,34.313488,132.293810
c_409,74,man,35.420057,139.432297
c_410,43,man,33.313565,130.293425
c_411,21,woman,35.434060,139.463202
c_412,55,woman,34.445962,135.420567
c_413,46,woman,34.293840,132.292885
c_414,79,man,34.481275,135.361779
c_415,34,man,35.131190,136.552932
c_416,30,woman,38.175003,140.480647
c_417,36,woman,35.292958,139.394035
c_418,35,man,43.063596,141.242185
c_419,44,woman,34.310359,132.272635
c_420,42,man,35.351753,139.425223
c_421,50,woman,34.431595,135.392972
c_422,60,man,34.331103,132.265650
c_423,51,woman,43.010423,141.230060
c_424,74,woman,38.182770,140.452369
c_425,77,man,34.312193,132.255475
c_426,77,woman,38.175020,140.483560
c_427,64,woman,43.011723,141.252695
c_428,41,woman,38.213822,140.485339
c_429,56,woman,35.334108,139.442514
c_430,35,woman,34.290585,132.284808
c_431,87,man,35.083958,136.512748
c_432,33,woman,33.304579,130.311813
c_433,65,man,35.440685,139.441176
c_434,34,man,35.082357,136.535034
c_435,59,man,35.305635,139.395680
c_436,57,man,34.434468,135.363882
c_437,63,woman,35.401257,139.415073
c_438,70,woman,35.332940,139.393706
c_439,52,man,33.312304,130.345835
c_440,60,man,38.172800,140.470501
c_441,42,woman,35.121713,136.545359
c_442,32,woman,43.014255,141.255787
c_443,76,woman,43.061067,141.214275
c_444,41,woman,34.464516,135.393454
c_445,77,man,34.444314,135.375216
c_446,64,man,43.022561,141.254062
c_447,38,woman,35.430870,139.414076
c_448,30,man,35.402630,139.464951
c_449,45,man,43.025387,141.273926
c_450,46,man,35.352757,139.435002
c_451,53,man,34.435315,135.394503
c_452,33,man,35.135541,136.542900
c_453,63,woman,38.172727,140.475853
c_454,41,woman,43.051944,141.245855
c_455,38,woman,38.225054,140.454318
c_456,60,woman,34.455004,135.414536
c_457,21,man,34.435024,135.411370
c_458,77,man,34.331055,132.292257
c_459,69,man,35.293017,139.391276
c_460,41,man,35.453904,139.433388
c_461,35,woman,34.325252,132.252060
c_462,44,woman,35.120711,136.551640
c_463,43,man,43.031718,141.214477
c_464,70,woman,35.102342,136.520286
c_465,48,woman,43.050729,141.271294
c_466,32,woman,35.351676,139.431251
c_467,27,man,43.022899,141.260212
c_468,36,man,35.425394,139.425161
c_469,43,woman,35.411500,139.432609
c_470,73,woman,33.303618,130.314044
c_471,78,man,34.341949,132.273189
c_472,64,woman,35.403199,139.442531
c_473,75,man,43.041799,141.221779
c_474,32,man,34.434793,135.393772
c_475,65,woman,34.445935,135.420564
c_476,60,man,34.455609,135.411851
c_477,33,man,35.335857,139.432861
c_478,58,woman,35.295661,139.441605
c_479,62,man,35.322163,139.420287
c_480,68,man,34.482691,135.393607
c_481,48,man,35.082123,136.512889
c_482,37,man,38.173873,140.470077
c_483,54,woman,34.343444,132.295053
c_484,37,man,35.413994,139.463159
c_485,38,man,34.333074,132.280598
c_486,66,man,35.124159,136.522378
c_487,38,man,35.405268,139.422686
c_488,35,man,35.080174,136.530171
c_489,67,man,38.223092,140.462648
c_490,66,man,34.341574,132.281346
c_491,60,man,34.330843,132.262264
c_492,54,man,34.301864,132.261708
c_493,74,woman,38.221956,140.470409
c_494,50,woman,35.402877,139.422102
c_495,35,woman,38.173431,140.484360
c_496,43,woman,35.421404,139.415681
c_497,40,man,43.055433,141.253307
c_498,74,woman,35.132528,136.515846
c_499,58,woman,35.405760,139.414406
c_500,68,man,35.421311,139.413011
c_501,65,woman,34.470798,135.363590
c_502,50,woman,38.191033,140.445230
c_503,44,man,35.115288,136.534553
c_504,46,woman,43.023771,141.271487
c_505,33,man,35.094347,136.524512
c_506,76,woman,35.414717,139.412399
c_507,53,man,35.402392,139.462408
c_508,62,man,38.223816,140.454286
c_509,34,man,35.104418,136.543942
c_510,61,woman,35.130150,136.554896
c_511,44,man,34.474316,135.390435
c_512,69,man,38.184685,140.445432
c_513,32,woman,35.315556,139.401415
c_514,49,woman,34.481748,135.414273
c_515,47,man,43.035778,141.261526
c_516,40,man,35.075900,136.521154
c_517,31,woman,35.415795,139.464312
c_518,44,man,38.173284,140.454026
c_519,46,woman,33.285976,130.321822
c_520,72,man,35.084277,136.540369
c_521,32,man,34.455202,135.384904
c_522,68,man,38.213159,140.494698
c_523,42,man,34.332943,132.261482
c_524,34,man,33.302220,130.345424
c_525,66,man,34.482370,135.411358
c_526,76,man,34.321078,132.252064
c_527,77,man,34.472412,135.413889
c_528,68,woman,35.450464,139.424243
c_529,71,man,34.345820,132.301622
c_530,49,man,34.462506,135.381370
c_531,47,man,35.085799,136.533872
c_532,48,man,38.170153,140.451319
c_533,45,man,43.011150,141.231237
c_534,61,man,35.085171,136.543627
c_535,51,woman,34.325270,132.292783
c_536,64,man,35.112631,136.500959
c_537,63,man,34.481956,135.385314
c_538,53,woman,43.012865,141.214685
c_539,31,man,34.313246,132.284389
c_540,54,woman,33.292398,130.331173
c_541,69,woman,34.311068,132.251548
c_542,41,woman,34.444508,135.362970
c_543,69,man,43.023782,141.231375
c_544,43,man,34.334161,132.283549
c_545,48,woman,35.085369,136.550429
c_546,75,man,34.324037,132.272105
c_547,71,woman,34.483565,135.414317
c_548,52,woman,38.202988,140.485239
c_549,59,woman,43.041341,141.271407
c_550,29,woman,38.190231,140.474361
c_551,38,man,34.450059,135.404423
c_552,56,man,35.084061,136.523056
c_553,77,woman,38.183598,140.491032
c_554,36,woman,35.345370,139.444899
c_555,47,woman,43.060222,141.255454
c_556,41,man,34.290756,132.283932
c_557,47,man,38.180924,140.480026
c_558,73,woman,43.051261,141.251429
c_559,69,woman,35.315740,139.400559
c_560,47,woman,35.103366,136.543545
c_561,56,man,34.481749,135.374605
c_562,52,woman,43.044176,141.255398
c_563,69,man,38.202003,140.465494
c_564,27,man,38.202693,140.493714
c_565,30,woman,35.103012,136.502394
c_566,81,woman,33.283034,130.343761
c_567,75,woman,35.294082,139.410946
c_568,36,woman,38.220187,140.452755
c_569,70,woman,34.324383,132.272562
c_570,39,man,35.313639,139.444172
c_571,42,man,35.411233,139.452726
c_572,65,man,38.224217,140.474460
c_573,48,woman,34.315810,132.270303
c_574,87,woman,35.121307,136.542859
c_575,44,woman,34.454410,135.362721
c_576,36,woman,35.094587,136.535683
c_577,45,woman,35.122965,136.542675
c_578,40,woman,38.202302,140.493399
c_579,41,woman,43.012966,141.263128
c_580,42,man,35.422812,139.421479
c_581,50,woman,35.324945,139.413716
c_582,83,man,34.333992,132.274841
c_583,40,woman,43.033645,141.240268
c_584,32,man,33.304625,130.340879
c_585,46,man,35.322112,139.414960
c_586,68,man,38.175655,140.493563
c_587,57,woman,43.011181,141.252413
c_588,41,man,43.021624,141.225992
c_589,30,man,35.403915,139.442661
c_590,46,man,35.430805,139.462815
c_591,33,man,38.180486,140.465301
c_592,30,woman,33.305434,130.332203
c_593,79,man,35.121997,136.543479
c_594,62,man,43.020492,141.241386
c_595,58,man,35.302369,139.442866
c_596,43,man,35.304514,139.423330
c_597,54,man,33.305535,130.322566
c_598,42,man,43.010446,141.235484
c_599,39,man,43.042777,141.255725
c_600,33,man,35.294683,139.442081
c_601,35,man,34.434653,135.363806
c_602,75,man,33.311859,130.340766
c_603,53,man,35.422698,139.450863
c_604,63,woman,34.315441,132.252005
c_605,63,man,43.032160,141.215911
c_606,64,man,38.214016,140.445577
c_607,79,woman,34.444813,135.392525
c_608,56,woman,34.331573,132.283957
c_609,61,man,43.021188,141.225209
c_610,32,woman,33.305836,130.312506
c_611,34,man,34.455141,135.384119
c_612,35,man,35.094717,136.525720
c_613,54,man,34.455740,135.381309
c_614,37,man,34.452369,135.391986
c_615,46,woman,35.084418,136.502977
c_616,79,woman,43.021787,141.243344
c_617,31,man,38.194080,140.503256
c_618,54,woman,34.313396,132.264334
c_619,53,man,34.461383,135.373283
c_620,74,man,35.333451,139.390873
c_621,25,woman,35.324983,139.402459
c_622,37,woman,34.485041,135.395815
c_623,33,man,33.303124,130.335911
c_624,22,man,34.464183,135.420013
c_625,44,man,34.325720,132.274089
c_626,78,woman,34.435083,135.381412
c_627,49,woman,35.105549,136.511987
c_628,26,woman,35.134980,136.534637
c_629,66,man,34.474307,135.382753
c_630,40,woman,35.085623,136.502718
c_631,39,woman,38.194585,140.460125
c_632,73,man,33.301165,130.335099
c_633,58,man,35.081400,136.532404
c_634,47,woman,43.063802,141.243957
c_635,37,man,35.334142,139.405299
c_636,46,woman,34.450136,135.381553
c_637,64,woman,38.220455,140.445309
c_638,55,man,35.420126,139.435492
c_639,52,woman,35.435011,139.460773
c_640,75,woman,35.412807,139.451540
c_641,64,man,34.481849,135.363735
c_642,58,man,38.171558,140.500143
c_643,34,woman,35.301364,139.402145
c_644,43,man,43.032874,141.253739
c_645,46,woman,34.472990,135.385373
c_646,31,man,33.311048,130.302479
c_647,35,woman,33.293734,130.304248
c_648,66,woman,34.345435,132.251402
c_649,36,woman,43.045819,141.244828
c_650,40,woman,34.311996,132.262096
c_651,63,woman,34.490193,135.384330
c_652,43,woman,33.264641,130.332114
c_653,45,woman,35.322505,139.425738
c_654,71,woman,43.050374,141.243977
c_655,38,man,35.105867,136.512303
c_656,67,man,34.452569,135.420570
c_657,46,man,35.432522,139.430886
c_658,30,woman,34.333763,132.260707
c_659,46,woman,34.480810,135.415150
c_660,51,man,43.060061,141.242499
c_661,33,woman,35.080121,136.553328
c_662,72,man,34.465647,135.410228
c_663,52,woman,35.315439,139.393360
c_664,57,woman,35.084985,136.522878
c_665,68,woman,35.092311,136.541649
c_666,48,woman,34.293490,132.251772
c_667,36,woman,35.094667,136.530460
c_668,30,man,35.341604,139.424149
c_669,30,man,43.053609,141.225898
c_670,55,man,35.315601,139.422179
c_671,40,man,34.480440,135.363555
c_672,63,woman,33.301888,130.345339
c_673,89,woman,33.312552,130.314606
c_674,73,woman,38.212714,140.470785
c_675,40,man,33.313445,130.330206
c_676,43,man,43.035453,141.255758
c_677,43,woman,34.452078,135.392135
c_678,36,man,35.100840,136.544133
c_679,64,man,34.315786,132.255531
c_680,43,man,35.135218,136.520559
c_681,45,man,43.051262,141.251157
c_682,31,man,43.023822,141.272014
c_683,35,woman,33.320554,130.314032
c_684,25,man,35.344313,139.432517
c_685,59,woman,35.124324,136.511747
c_686,45,man,43.045017,141.225667
c_687,48,man,35.434664,139.414007
c_688,57,woman,43.054069,141.231809
c_689,56,woman,35.352475,139.401383
c_690,30,man,35.404312,139.445912
c_691,67,man,34.475442,135.380584
c_692,63,woman,43.023767,141.245749
c_693,45,woman,33.282988,130.332227
c_694,25,woman,35.442745,139.423568
c_695,30,man,35.305327,139.422651
c_696,32,woman,43.035793,141.231628
c_697,40,woman,35.452464,139.453196
c_698,49,man,38.205787,140.461283
c_699,73,woman,35.091863,136.501951
c_700,39,woman,38.211616,140.495647
c_701,54,man,35.131937,136.521335
c_702,83,woman,43.032909,141.221243
c_703,76,man,33.265537,130.290974
c_704,78,woman,34.311810,132.282772
c_705,58,man,34.475310,135.393012
c_706,56,man,33.275789,130.323853
c_707,30,woman,34.443163,135.372815
c_708,69,woman,33.293288,130.342072
c_709,44,woman,35.423933,139.451497
c_710,51,man,35.132383,136.513218
c_711,55,woman,35.420612,139.430199
c_712,46,man,43.053825,141.254810
c_713,33,man,43.045636,141.272876
c_714,79,man,35.433533,139.443333
c_715,65,man,34.451228,135.363646
c_716,62,woman,35.125774,136.523359
c_717,53,man,35.122755,136.524625
c_718,43,man,38.214484,140.450687
c_719,54,woman,34.304389,132.292776
c_720,80,man,38.183767,140.485185
c_721,54,woman,43.043599,141.230443
c_722,57,woman,35.095182,136.542059
c_723,68,man,33.324337,130.341820
c_724,74,woman,35.322758,139.410698
c_725,47,man,38.175764,140.495065
c_726,33,woman,34.294895,132.302732
c_727,31,woman,34.472846,135.384379
c_728,47,man,33.305728,130.335238
c_729,79,woman,38.181403,140.473482
c_730,32,woman,43.014584,141.260140
c_731,61,man,35.083033,136.501062
c_732,51,man,35.123530,136.551536
c_733,77,man,34.465427,135.374968
c_734,46,woman,35.321256,139.401966
c_735,23,woman,35.102564,136.552171
c_736,31,man,35.441196,139.432584
c_737,52,woman,38.181857,140.460177
c_738,50,woman,35.322841,139.434492
c_739,60,man,33.324331,130.314561
c_740,69,man,43.015574,141.252931
c_741,46,woman,33.271953,130.343941
c_742,40,man,34.291830,132.295198
c_743,46,man,34.484533,135.385051
c_744,41,man,35.424507,139.423336
c_745,37,man,33.275179,130.350141
c_746,37,man,34.323935,132.265880
c_747,56,man,43.051424,141.254574
c_748,69,man,33.290453,130.325048
c_749,54,man,35.303448,139.385251
c_750,68,woman,34.490732,135.385784
c_751,39,man,43.033555,141.245754
c_752,75,man,43.021113,141.262443
c_753,49,woman,35.095256,136.501375
c_754,44,woman,43.020428,141.221508
c_755,55,woman,43.025484,141.272155
